composer,title,midi_path,metadata,metadata_composer,metadata_title,bootleg_score_path
"Pinto, George Frederick","3 Favourite Airs with Variations, Op.2","../GiantMIDI/midis/Pinto, George Frederick, 3 Favourite Airs with Variations, Op.2, 4RVlDEWPK_k.mid",True,"Pinto, George Frederick","3 Favourite Airs with Variations, Op.2","imslp_bootleg_dir-v1.1/Pinto,_George_Frederick/3_Favourite_Airs_with_Variations,_Op.2_"
"Pinto, George Frederick",Rondo in E-flat major,"../GiantMIDI/midis/Pinto, George Frederick, Rondo in E-flat major, 90VmaWfwKxk.mid",True,"Pinto, George Frederick",Rondo in E-flat major,"imslp_bootleg_dir-v1.1/Pinto,_George_Frederick/Rondo_in_E-flat_major_"
"Pinto, Octávio",Scenas Infantis,"../GiantMIDI/midis/Pinto, Octávio, Scenas Infantis, R7cKx0yYI_Q.mid",True,"Pinto, Octávio",Scenas Infantis,"imslp_bootleg_dir-v1.1/Pinto,_Octávio/Scenas_Infantis_"
"Piroye, Charles",Pièces choisies,"../GiantMIDI/midis/Piroye, Charles, Pièces choisies, UHrXyrWZwtM.mid",True,"Piroye, Charles",Pièces choisies... pour l’orgue et le clavecin,"imslp_bootleg_dir-v1.1/Piroye,_Charles/Pièces_choisies..._pour_l’orgue_et_le_clavecin_"
"Pitoni, Giuseppe Ottavio",Vias tuas Domine,"../GiantMIDI/midis/Pitoni, Giuseppe Ottavio, Vias tuas Domine, 6BYTq10zgBE.mid",False,,,
"Pizzetti, Ildebrando",Piano Sonata,"../GiantMIDI/midis/Pizzetti, Ildebrando, Piano Sonata, D1-WCbKRnp8.mid",True,"Pizzetti, Ildebrando",Piano Sonata,"imslp_bootleg_dir-v1.1/Pizzetti,_Ildebrando/Piano_Sonata_"
"Plante, Cyril","Ballade No.2 for Piano, Op.194","../GiantMIDI/midis/Plante, Cyril, Ballade No.2 for Piano, Op.194, 2lRLQXc3Dy4.mid",True,"Plante, Cyril",Ballade No.2 for Piano,"imslp_bootleg_dir-v1.1/Plante,_Cyril/Ballade_No.2_for_Piano_"
"Plante, Cyril","Epitaphes, Op.233","../GiantMIDI/midis/Plante, Cyril, Epitaphes, Op.233, evxUhg5stLM.mid",True,"Plante, Cyril",Epitaph,"imslp_bootleg_dir-v1.1/Plante,_Cyril/Epitaph_"
"Plante, Cyril","Piano Sonata No.5, Op.70","../GiantMIDI/midis/Plante, Cyril, Piano Sonata No.5, Op.70, eD_AuohrYkA.mid",True,"Plante, Cyril",Piano Sonata No.5,"imslp_bootleg_dir-v1.1/Plante,_Cyril/Piano_Sonata_No.5_"
"Plante, Cyril","Piano Sonata No.6, Op.73","../GiantMIDI/midis/Plante, Cyril, Piano Sonata No.6, Op.73, KbaOJfm9aB0.mid",True,"Plante, Cyril","Piano Sonata No.6, Op.73","imslp_bootleg_dir-v1.1/Plante,_Cyril/Piano_Sonata_No.6,_Op.73_"
"Plante, Cyril","Scherzo No.2, Op.82 No.2","../GiantMIDI/midis/Plante, Cyril, Scherzo No.2, Op.82 No.2, SWXWIoyXrQo.mid",False,,,
"Plante, Cyril","Scherzo No.3, Op.82 No.3","../GiantMIDI/midis/Plante, Cyril, Scherzo No.3, Op.82 No.3, PhgKzMj1qis.mid",True,"Plante, Cyril",Scherzo No.3,"imslp_bootleg_dir-v1.1/Plante,_Cyril/Scherzo_No.3_"
"Plante, Cyril","Valse anglaise, Op.130","../GiantMIDI/midis/Plante, Cyril, Valse anglaise, Op.130, 7VtqD8lbUVE.mid",True,"Plante, Cyril",Valse anglaise,"imslp_bootleg_dir-v1.1/Plante,_Cyril/Valse_anglaise_"
"Pleyel, Ignaz","Duo in B-flat major, B.507","../GiantMIDI/midis/Pleyel, Ignaz, Duo in B-flat major, B.507, CgJONWOTUcE.mid",True,"Pleyel, Ignaz",Duo in B-flat major,"imslp_bootleg_dir-v1.1/Pleyel,_Ignaz/Duo_in_B-flat_major_"
"Poenitz, Franz","3 Leichte Stücke, Op.29","../GiantMIDI/midis/Poenitz, Franz, 3 Leichte Stücke, Op.29, DajZxiI4U4o.mid",False,,,
"Poirier, Benoit Fidele",Basso Ostinato,"../GiantMIDI/midis/Poirier, Benoit Fidele, Basso Ostinato, tY45H3k0TDc.mid",False,,,
"Poise, Ferdinand",Le jardinier galant,"../GiantMIDI/midis/Poise, Ferdinand, Le jardinier galant, gtzFT2jfllo.mid",False,,,
"Poldini, Ede","Fleurettes, Op.46","../GiantMIDI/midis/Poldini, Ede, Fleurettes, Op.46, Ot6K22ZVVhc.mid",True,"Poldini, Ede",Fleurettes,"imslp_bootleg_dir-v1.1/Poldini,_Ede/Fleurettes_"
"Poldini, Ede","Folies d'autrefois, Op.90","../GiantMIDI/midis/Poldini, Ede, Folies d'autrefois, Op.90, Vb_dx-QYGl8.mid",True,"Poldini, Ede",Folies d'autrefois,"imslp_bootleg_dir-v1.1/Poldini,_Ede/Folies_d'autrefois_"
"Poldini, Ede","3 Morceaux, Op.15","../GiantMIDI/midis/Poldini, Ede, 3 Morceaux, Op.15, J8Gw3PGZNX0.mid",False,,,
"Poldini, Ede",Serenade (Poldowski),"../GiantMIDI/midis/Poldini, Ede, Serenade (Poldowski), 9plzBFr9mR8.mid",False,,,
"Polla, William Conrad",Missouri Rag,"../GiantMIDI/midis/Polla, William Conrad, Missouri Rag, fg__JvghNPA.mid",True,"Polla, William Conrad",Missouri Rag,"imslp_bootleg_dir-v1.1/Polla,_William_Conrad/Missouri_Rag_"
"Pollack, Lew",Buddha,"../GiantMIDI/midis/Pollack, Lew, Buddha, C9qHnu0FlnI.mid",False,,,
"Pollack, Lew",Cairo,"../GiantMIDI/midis/Pollack, Lew, Cairo, n8K1s5pENok.mid",True,"Pollack, Lew",Cairo,"imslp_bootleg_dir-v1.1/Pollack,_Lew/Cairo_"
"Polovinkin, Leonid",Les attraits,"../GiantMIDI/midis/Polovinkin, Leonid, Les attraits, -2BwgC_-p_E.mid",True,"Polovinkin, Leonid",Les attraits,
"Polovinkin, Leonid",5 Dances,"../GiantMIDI/midis/Polovinkin, Leonid, 5 Dances, 4lr94_O3L40.mid",False,,,
"Polovinkin, Leonid",Divertimento No.1,"../GiantMIDI/midis/Polovinkin, Leonid, Divertimento No.1, QdbV72pePkw.mid",True,"Polovinkin, Leonid",Divertimento No.1,"imslp_bootleg_dir-v1.1/Polovinkin,_Leonid/Divertimento_No.1_"
"Polovinkin, Leonid","Evénement No.3, Op.10","../GiantMIDI/midis/Polovinkin, Leonid, Evénement No.3, Op.10, smiSUxedH4k.mid",True,"Polovinkin, Leonid",Evénement No.3,"imslp_bootleg_dir-v1.1/Polovinkin,_Leonid/Evénement_No.3_"
"Polovinkin, Leonid",Evénement No.7,"../GiantMIDI/midis/Polovinkin, Leonid, Evénement No.7, gM3LRM5TNhs.mid",False,,,
"Polovinkin, Leonid",Humoresque No.1,"../GiantMIDI/midis/Polovinkin, Leonid, Humoresque No.1, QdbV72pePkw.mid",True,"Polovinkin, Leonid",Humoresque No.1,"imslp_bootleg_dir-v1.1/Polovinkin,_Leonid/Humoresque_No.1_"
"Polovinkin, Leonid",Humoresque No.2,"../GiantMIDI/midis/Polovinkin, Leonid, Humoresque No.2, dRoSKzbrpeo.mid",True,"Polovinkin, Leonid",Humoresque No.2,"imslp_bootleg_dir-v1.1/Polovinkin,_Leonid/Humoresque_No.2_"
"Polovinkin, Leonid",Mazurka in F-sharp major,"../GiantMIDI/midis/Polovinkin, Leonid, Mazurka in F-sharp major, JO1P7wyngVA.mid",True,"Polovinkin, Leonid",Mazurka in F-sharp major,"imslp_bootleg_dir-v1.1/Polovinkin,_Leonid/Mazurka_in_F-sharp_major_"
"Polovinkin, Leonid","3 Morceaux, Op.9","../GiantMIDI/midis/Polovinkin, Leonid, 3 Morceaux, Op.9, AUB_VaOAz9g.mid",False,,,
"Polovinkin, Leonid","Piano Sonata No.4, Op.18","../GiantMIDI/midis/Polovinkin, Leonid, Piano Sonata No.4, Op.18, z5ml9gD4JVE.mid",True,"Polovinkin, Leonid",Piano Sonata No.4,"imslp_bootleg_dir-v1.1/Polovinkin,_Leonid/Piano_Sonata_No.4_"
"Polovinkin, Leonid","4 Pieces, Op.20","../GiantMIDI/midis/Polovinkin, Leonid, 4 Pieces, Op.20, ZogMk9P0m60.mid",True,"Polovinkin, Leonid",4 Pieces,"imslp_bootleg_dir-v1.1/Polovinkin,_Leonid/4_Pieces_"
"Polovinkin, Leonid",2 Songs,"../GiantMIDI/midis/Polovinkin, Leonid, 2 Songs, LjOUzeEdAAQ.mid",False,,,
"Polovinkin, Leonid",4 Waltzes,"../GiantMIDI/midis/Polovinkin, Leonid, 4 Waltzes, z5ml9gD4JVE.mid",True,"Polovinkin, Leonid",4 Waltzes,"imslp_bootleg_dir-v1.1/Polovinkin,_Leonid/4_Waltzes_"
"Ponce, Manuel",Balada mexicana,"../GiantMIDI/midis/Ponce, Manuel, Balada mexicana, ngeA5LGfhqc.mid",True,"Ponce, Manuel",Balada mexicana,
"Ponce, Manuel",Elegia de la Ausencia,"../GiantMIDI/midis/Ponce, Manuel, Elegia de la Ausencia, Ra_QVuUbFtc.mid",True,"Ponce, Manuel",Elegia de la Ausencia,"imslp_bootleg_dir-v1.1/Ponce,_Manuel/Elegia_de_la_Ausencia_"
"Ponce, Manuel",2 Etudes,"../GiantMIDI/midis/Ponce, Manuel, 2 Etudes, iajWbGh-F6o.mid",False,,,
"Ponce, Manuel",Gavota,"../GiantMIDI/midis/Ponce, Manuel, Gavota, 2rRwBqnJmMA.mid",True,"Ponce, Manuel",Gavota,"imslp_bootleg_dir-v1.1/Ponce,_Manuel/Gavota_"
"Ponce, Manuel",Intermezzo No.2,"../GiantMIDI/midis/Ponce, Manuel, Intermezzo No.2, K6Fahmr8PKg.mid",True,"Ponce, Manuel",Intermezzo No.2,"imslp_bootleg_dir-v1.1/Ponce,_Manuel/Intermezzo_No.2_"
"Ponce, Manuel",Intermezzo No.3,"../GiantMIDI/midis/Ponce, Manuel, Intermezzo No.3, yEk2XESCef0.mid",True,"Ponce, Manuel",Intermezzo No.3,"imslp_bootleg_dir-v1.1/Ponce,_Manuel/Intermezzo_No.3_"
"Ponce, Manuel",Malgré tout,"../GiantMIDI/midis/Ponce, Manuel, Malgré tout, UVTxTy-I1pE.mid",False,,,
"Ponce, Manuel",Mazurka No.6,"../GiantMIDI/midis/Ponce, Manuel, Mazurka No.6, 9bFTAcTIHyc.mid",True,"Ponce, Manuel",Mazurka No.6,"imslp_bootleg_dir-v1.1/Ponce,_Manuel/Mazurka_No.6_"
"Ponce, Manuel",Mazurka No.27,"../GiantMIDI/midis/Ponce, Manuel, Mazurka No.27, dHDqLLchrKg.mid",False,,,
"Ponce, Manuel",Metamorfosis de concierto,"../GiantMIDI/midis/Ponce, Manuel, Metamorfosis de concierto, qRCg8YQy7hQ.mid",True,"Ponce, Manuel",Metamorfosis de concierto,
"Ponce, Manuel",Preludio e fuga para la mano izquierda sola,"../GiantMIDI/midis/Ponce, Manuel, Preludio e fuga para la mano izquierda sola, XqDIA-OOLJA.mid",False,,,
"Ponce, Manuel",Rapsodia mexicana No.2,"../GiantMIDI/midis/Ponce, Manuel, Rapsodia mexicana No.2, HegjzMlqd9s.mid",True,"Ponce, Manuel",Rapsodia mexicana No.2,
"Ponce, Manuel",Romanza de amor,"../GiantMIDI/midis/Ponce, Manuel, Romanza de amor, WPSdbZljw-A.mid",True,"Ponce, Manuel",Romanza de amor,
"Ponce, Manuel",Serenata mexicana,"../GiantMIDI/midis/Ponce, Manuel, Serenata mexicana, VECw93Tr8vw.mid",True,"Ponce, Manuel",Serenata mexicana,"imslp_bootleg_dir-v1.1/Ponce,_Manuel/Serenata_mexicana_"
"Ponchielli, Amilcare",A Gaetano Donizetti,"../GiantMIDI/midis/Ponchielli, Amilcare, A Gaetano Donizetti, C_kO1NzaDIM.mid",False,,,
"Ponomareff, Dmitry",Russian Romance,"../GiantMIDI/midis/Ponomareff, Dmitry, Russian Romance, 1R5SKbXtpSY.mid",False,,,
"Ponomareff, Dmitry",Zu den drei Kronen,"../GiantMIDI/midis/Ponomareff, Dmitry, Zu den drei Kronen, 6SML3KLzHCo.mid",False,,,
"Ponsa, Maria Lluïsa",Valse poétique,"../GiantMIDI/midis/Ponsa, Maria Lluïsa, Valse poétique, 55s81R6WRws.mid",True,"Ponsa, Maria Lluïsa",Valse poétique,"imslp_bootleg_dir-v1.1/Ponsa,_Maria_Lluïsa/Valse_poétique_"
"Popp, Wilhelm","10 Morceaux de salon, Op.250","../GiantMIDI/midis/Popp, Wilhelm, 10 Morceaux de salon, Op.250, 01tNmLrEkUM.mid",False,,,
"Popp, Wilhelm","Les trois amies, Op.27","../GiantMIDI/midis/Popp, Wilhelm, Les trois amies, Op.27, U1DvEU-fyzc.mid",False,,,
"Porrino, Ennio",Preludio in modo religioso e ostinato,"../GiantMIDI/midis/Porrino, Ennio, Preludio in modo religioso e ostinato, lKzXmTokdwo.mid",True,"Porrino, Ennio",Preludio in modo religioso e ostinato,
"Porumbescu, Ciprian",Hora detrunchiaţilor,"../GiantMIDI/midis/Porumbescu, Ciprian, Hora detrunchiaţilor, ABPPRb3Fiyw.mid",True,"Porumbescu, Ciprian",Hora detrunchiaţilor,"imslp_bootleg_dir-v1.1/Porumbescu,_Ciprian/Hora_detrunchiaţilor_"
"Posse, Wilhelm",2 Waltzes,"../GiantMIDI/midis/Posse, Wilhelm, 2 Waltzes, Eddw49zEAfE.mid",False,,,
"Poulenc, Francis","Badinage, FP 73","../GiantMIDI/midis/Poulenc, Francis, Badinage, FP 73, rG-5Kwx5UC4.mid",True,"Poulenc, Francis",Badinage,"imslp_bootleg_dir-v1.1/Poulenc,_Francis/Badinage_"
"Poulenc, Francis","Bourrée, au Pavillon d’Auvergne, FP 87","../GiantMIDI/midis/Poulenc, Francis, Bourrée, au Pavillon d’Auvergne, FP 87, WbdpWSoOUPI.mid",True,"Poulenc, Francis","Bourrée, au Pavillon d’Auvergne","imslp_bootleg_dir-v1.1/Poulenc,_Francis/Bourrée,_au_Pavillon_d’Auvergne_"
"Poulenc, Francis","Concerto for 2 Pianos, FP 61","../GiantMIDI/midis/Poulenc, Francis, Concerto for 2 Pianos, FP 61, AFLR4rm3w_8.mid",False,,,
"Poulenc, Francis","Élégie, FP 168","../GiantMIDI/midis/Poulenc, Francis, Élégie, FP 168, -c2jC0eJq7Y.mid",False,,,
"Poulenc, Francis","Elegy, FP 175","../GiantMIDI/midis/Poulenc, Francis, Elegy, FP 175, WRfAU_RIG8Q.mid",False,,,
"Poulenc, Francis","L'embarquement pour Cythère, FP 150","../GiantMIDI/midis/Poulenc, Francis, L'embarquement pour Cythère, FP 150, 2toK1nhwNAM.mid",False,,,
"Poulenc, Francis","Esquisse d’une fanfare, FP 25","../GiantMIDI/midis/Poulenc, Francis, Esquisse d’une fanfare, FP 25, VKt6Emx4NoM.mid",True,"Poulenc, Francis","Esquisse d’une fanfare, ouverture pour le V
e
acte de “Roméo et Juliette”","imslp_bootleg_dir-v1.1/Poulenc,_Francis/Esquisse_d’une_fanfare,_ouverture_pour_le_V
e
acte_de_“Roméo_et_Juliette”_"
"Poulenc, Francis","Feuillets d’album, FP 68","../GiantMIDI/midis/Poulenc, Francis, Feuillets d’album, FP 68, L5tnc8sIpf0.mid",True,"Poulenc, Francis",Feuillets d’album,"imslp_bootleg_dir-v1.1/Poulenc,_Francis/Feuillets_d’album_"
"Poulenc, Francis","Française d’après Claude Gervaise, FP 103","../GiantMIDI/midis/Poulenc, Francis, Française d’après Claude Gervaise, FP 103, EYfvH4wlKyI.mid",True,"Poulenc, Francis","Française d’après Claude Gervaise (16
ème
siècle)","imslp_bootleg_dir-v1.1/Poulenc,_Francis/Française_d’après_Claude_Gervaise_(16
ème
siècle)_"
"Poulenc, Francis","Le gendarme incompris (suite), FP 20b","../GiantMIDI/midis/Poulenc, Francis, Le gendarme incompris (suite), FP 20b, bm9VMW_GCF0.mid",False,,,
"Poulenc, Francis","Humoresque, FP 72","../GiantMIDI/midis/Poulenc, Francis, Humoresque, FP 72, gozI8ptx754.mid",True,"Poulenc, Francis",Humoresque,"imslp_bootleg_dir-v1.1/Poulenc,_Francis/Humoresque_"
"Poulenc, Francis","5 Impromptus, FP 21","../GiantMIDI/midis/Poulenc, Francis, 5 Impromptus, FP 21, OTzmPNmNTaw.mid",True,"Poulenc, Francis",5 Impromptus,"imslp_bootleg_dir-v1.1/Poulenc,_Francis/5_Impromptus_"
"Poulenc, Francis","Improvisation No.15 in C minor, FP 176","../GiantMIDI/midis/Poulenc, Francis, Improvisation No.15 in C minor, FP 176, bpFwX5Jc8w8.mid",False,,,
"Poulenc, Francis","10 Improvisations, FP 63","../GiantMIDI/midis/Poulenc, Francis, 10 Improvisations, FP 63, N7My0IW6DJ8.mid",False,,,
"Poulenc, Francis","2 Improvisations, FP 113","../GiantMIDI/midis/Poulenc, Francis, 2 Improvisations, FP 113, 1sSafpYjOt0.mid",False,,,
"Poulenc, Francis","2 Improvisations, FP 170","../GiantMIDI/midis/Poulenc, Francis, 2 Improvisations, FP 170, bBjrzmLzmK4.mid",False,,,
"Poulenc, Francis","Léocadia, FP 106","../GiantMIDI/midis/Poulenc, Francis, Léocadia, FP 106, Zj_CKvxGaL0.mid",False,,,
"Poulenc, Francis","Mélancolie, FP 105","../GiantMIDI/midis/Poulenc, Francis, Mélancolie, FP 105, UWR7_Z7YThA.mid",True,"Poulenc, Francis",Mélancolie,"imslp_bootleg_dir-v1.1/Poulenc,_Francis/Mélancolie_"
"Poulenc, Francis","Napoli, FP 40","../GiantMIDI/midis/Poulenc, Francis, Napoli, FP 40, SwHOg-x-SL8.mid",True,"Poulenc, Francis","Napoli, suite pour le piano","imslp_bootleg_dir-v1.1/Poulenc,_Francis/Napoli,_suite_pour_le_piano_"
"Poulenc, Francis","8 Nocturnes, FP 56","../GiantMIDI/midis/Poulenc, Francis, 8 Nocturnes, FP 56, pDZxm7UQoYA.mid",False,,,
"Poulenc, Francis","3 Novelettes, FP 47/173","../GiantMIDI/midis/Poulenc, Francis, 3 Novelettes, FP 47_173, KzYmOR8Y76Q.mid",False,,,
"Poulenc, Francis","Pastourelle, FP 45","../GiantMIDI/midis/Poulenc, Francis, Pastourelle, FP 45, mcf9RJU7q_k.mid",True,"Poulenc, Francis","Pastourelle (extrait de l’œuvre collective “l’Eventail de Jeanne”, ballet en un acte)","imslp_bootleg_dir-v1.1/Poulenc,_Francis/Pastourelle_(extrait_de_l’œuvre_collective_“l’Eventail_de_Jeanne”,_ballet_en_un_acte)_"
"Poulenc, Francis","Pièce brève sur le nom d’Albert Roussel, FP 50","../GiantMIDI/midis/Poulenc, Francis, Pièce brève sur le nom d’Albert Roussel, FP 50, K8EWsP-kDt8.mid",True,"Poulenc, Francis",Pièce brève sur le nom d’Albert Roussel,"imslp_bootleg_dir-v1.1/Poulenc,_Francis/Pièce_brève_sur_le_nom_d’Albert_Roussel_"
"Poulenc, Francis","3 Pièces, FP 48","../GiantMIDI/midis/Poulenc, Francis, 3 Pièces, FP 48, ZSjcvc0dmcw.mid",False,,,
"Poulenc, Francis","Les soirées de Nazelles, FP 84","../GiantMIDI/midis/Poulenc, Francis, Les soirées de Nazelles, FP 84, Fj165Gsfoeg.mid",True,"Poulenc, Francis",Les soirées de Nazelles,"imslp_bootleg_dir-v1.1/Poulenc,_Francis/Les_soirées_de_Nazelles_"
"Poulenc, Francis","Sonata for 2 Pianos, FP 156","../GiantMIDI/midis/Poulenc, Francis, Sonata for 2 Pianos, FP 156, yaX5xWuE8o0.mid",False,,,
"Poulenc, Francis","Sonata for Piano Four Hands, FP 8","../GiantMIDI/midis/Poulenc, Francis, Sonata for Piano Four Hands, FP 8, YwSwDr0CWy0.mid",False,,,
"Poulenc, Francis","Suite pour piano, FP 19","../GiantMIDI/midis/Poulenc, Francis, Suite pour piano, FP 19, zRvDH9OTyXY.mid",True,"Poulenc, Francis",Suite pour piano,"imslp_bootleg_dir-v1.1/Poulenc,_Francis/Suite_pour_piano_"
"Poulenc, Francis","Thème varié, FP 151","../GiantMIDI/midis/Poulenc, Francis, Thème varié, FP 151, R-SE1rpxx8E.mid",True,"Poulenc, Francis",Thème varié,"imslp_bootleg_dir-v1.1/Poulenc,_Francis/Thème_varié_"
"Poulenc, Francis","Valse-improvisation sur le nom de BACH, FP 62","../GiantMIDI/midis/Poulenc, Francis, Valse-improvisation sur le nom de BACH, FP 62, etwPa8nS0jo.mid",True,"Poulenc, Francis",Valse-improvisation sur le nom de BACH,"imslp_bootleg_dir-v1.1/Poulenc,_Francis/Valse-improvisation_sur_le_nom_de_BACH_"
"Poulenc, Francis","Villageoises, FP 65","../GiantMIDI/midis/Poulenc, Francis, Villageoises, FP 65, O1ieQIMh56I.mid",True,"Poulenc, Francis",Villageoises ([six] petites pièces enfantines pour piano),"imslp_bootleg_dir-v1.1/Poulenc,_Francis/Villageoises_([six]_petites_pièces_enfantines_pour_piano)_"
"Poulsen, Brian Stenger",Exaudi Deus deprecationem meam,"../GiantMIDI/midis/Poulsen, Brian Stenger, Exaudi Deus deprecationem meam, EYBDt-4RjBQ.mid",False,,,
"Powell, John","In the South, Op.16","../GiantMIDI/midis/Powell, John, In the South, Op.16, Ccf7nQhbltY.mid",True,"Powell, John",In the South,"imslp_bootleg_dir-v1.1/Powell,_John/In_the_South_"
"Powell, John","Sonate noble, Op.21","../GiantMIDI/midis/Powell, John, Sonate noble, Op.21, OSe2bP-VBXE.mid",True,"Powell, John",Sonate noble,"imslp_bootleg_dir-v1.1/Powell,_John/Sonate_noble_"
"Pozzi, Luigi",Allegro marziale per la consumazione,"../GiantMIDI/midis/Pozzi, Luigi, Allegro marziale per la consumazione, O4beHLddV10.mid",False,,,
"Pozzo, Vincenzo dal",Dolcissime parole che dalle labra uscite,"../GiantMIDI/midis/Pozzo, Vincenzo dal, Dolcissime parole che dalle labra uscite, kopH6PDoemk.mid",False,,,
"Pozzoli, Ettore",Sanctus in C major,"../GiantMIDI/midis/Pozzoli, Ettore, Sanctus in C major, TVchWOEKp9g.mid",False,,,
"Pozzoli, Ettore",Studi di media difficoltà,"../GiantMIDI/midis/Pozzoli, Ettore, Studi di media difficoltà, HUFRThU82V4.mid",True,"Pozzoli, Ettore",Studi di media difficoltà,"imslp_bootleg_dir-v1.1/Pozzoli,_Ettore/Studi_di_media_difficoltà_"
"Pozzoli, Ettore",30 studietti elementari,"../GiantMIDI/midis/Pozzoli, Ettore, 30 studietti elementari, 8zDf3c7lKWA.mid",True,"Pozzoli, Ettore",30 studietti elementari,
"Pracht, Andrey",Toccata in C minor,"../GiantMIDI/midis/Pracht, Andrey, Toccata in C minor, Fr5e2c9AJvA.mid",True,"Pracht, Andrey",Toccata in C minor,"imslp_bootleg_dir-v1.1/Pracht,_Andrey/Toccata_in_C_minor_"
"Pracht, Andrey",Toccata in D minor,"../GiantMIDI/midis/Pracht, Andrey, Toccata in D minor, t61si9w3lwA.mid",True,"Pracht, Andrey",Toccata in D minor,"imslp_bootleg_dir-v1.1/Pracht,_Andrey/Toccata_in_D_minor_"
"Praeger, Ferdinand",Allegretto in A-flat major,"../GiantMIDI/midis/Praeger, Ferdinand, Allegretto in A-flat major, 5wTBXOb5lf0.mid",False,,,
"Praeger, Ferdinand",Andante in G major,"../GiantMIDI/midis/Praeger, Ferdinand, Andante in G major, wYFnTnzOpMg.mid",False,,,
"Praeger, Ferdinand",Gavotte in E-flat major,"../GiantMIDI/midis/Praeger, Ferdinand, Gavotte in E-flat major, 8seMTGlCp4I.mid",False,,,
"Praeger, Ferdinand",Impromptu in B-flat major,"../GiantMIDI/midis/Praeger, Ferdinand, Impromptu in B-flat major, XhzOyuVgqxk.mid",False,,,
"Praeger, Ferdinand",Impromptu in F major,"../GiantMIDI/midis/Praeger, Ferdinand, Impromptu in F major, B2-jirwCny8.mid",False,,,
"Praeger, Ferdinand",Mazurka in B-flat major,"../GiantMIDI/midis/Praeger, Ferdinand, Mazurka in B-flat major, b1YFubxfXb0.mid",False,,,
"Praeger, Ferdinand",Mazurka in F major,"../GiantMIDI/midis/Praeger, Ferdinand, Mazurka in F major, NaM_61Pb6L4.mid",False,,,
"Praeger, Ferdinand",Minuet in G major,"../GiantMIDI/midis/Praeger, Ferdinand, Minuet in G major, BHFf9VjwEfg.mid",False,,,
"Praeger, Ferdinand",Nocturne in A-flat major,"../GiantMIDI/midis/Praeger, Ferdinand, Nocturne in A-flat major, ENbNi63vc9c.mid",False,,,
"Praeger, Ferdinand",Nocturne in B-flat major,"../GiantMIDI/midis/Praeger, Ferdinand, Nocturne in B-flat major, 14QphtxLZ3w.mid",False,,,
"Praeger, Ferdinand","Nocturne in E-flat major, IFP 155","../GiantMIDI/midis/Praeger, Ferdinand, Nocturne in E-flat major, IFP 155, _w_qjkpMe_Y.mid",False,,,
"Praeger, Ferdinand","Nocturne in E-flat major, IFP 156","../GiantMIDI/midis/Praeger, Ferdinand, Nocturne in E-flat major, IFP 156, tPfkfh_oI8w.mid",False,,,
"Praeger, Ferdinand","Nocturne in E-flat major, IFP 157","../GiantMIDI/midis/Praeger, Ferdinand, Nocturne in E-flat major, IFP 157, WnvUp1HM1tk.mid",False,,,
"Praeger, Ferdinand",Nocturne No.1,"../GiantMIDI/midis/Praeger, Ferdinand, Nocturne No.1, ThMGf07UBHQ.mid",False,,,
"Praeger, Ferdinand",Nocturne No.5,"../GiantMIDI/midis/Praeger, Ferdinand, Nocturne No.5, JIQlz3EFHSI.mid",False,,,
"Praeger, Ferdinand",Nocturne No.6,"../GiantMIDI/midis/Praeger, Ferdinand, Nocturne No.6, fpzzfGICBnQ.mid",False,,,
"Praeger, Ferdinand",Nocturne No.7,"../GiantMIDI/midis/Praeger, Ferdinand, Nocturne No.7, F46s4yh8vfI.mid",False,,,
"Praeger, Ferdinand",Nocturne No.8,"../GiantMIDI/midis/Praeger, Ferdinand, Nocturne No.8, mgJP5brpIqw.mid",False,,,
"Praeger, Ferdinand",Nocturne No.10,"../GiantMIDI/midis/Praeger, Ferdinand, Nocturne No.10, ysFlJc75wwc.mid",False,,,
"Praeger, Ferdinand",Nocturne No.12,"../GiantMIDI/midis/Praeger, Ferdinand, Nocturne No.12, lXSUCbY_Pto.mid",False,,,
"Praeger, Ferdinand",Nocturne No.13,"../GiantMIDI/midis/Praeger, Ferdinand, Nocturne No.13, fck-EoNcFyg.mid",False,,,
"Praeger, Ferdinand",Nocturne No.15,"../GiantMIDI/midis/Praeger, Ferdinand, Nocturne No.15, FiF1BwjsBMs.mid",False,,,
"Praeger, Ferdinand",Nocturne No.16,"../GiantMIDI/midis/Praeger, Ferdinand, Nocturne No.16, lPqTePguY1g.mid",False,,,
"Praeger, Ferdinand",Piano Sonata No.6 in E-flat major,"../GiantMIDI/midis/Praeger, Ferdinand, Piano Sonata No.6 in E-flat major, 4umPLu-Dru8.mid",False,,,
"Praeger, Ferdinand",Piano Sonata No.9 in F major,"../GiantMIDI/midis/Praeger, Ferdinand, Piano Sonata No.9 in F major, 0DmHVrGfYB8.mid",False,,,
"Praeger, Ferdinand",Piano Sonata No.10 in F major,"../GiantMIDI/midis/Praeger, Ferdinand, Piano Sonata No.10 in F major, 8X-2MEEUquA.mid",False,,,
"Praeger, Ferdinand",Piano Sonata No.11 in F major,"../GiantMIDI/midis/Praeger, Ferdinand, Piano Sonata No.11 in F major, Eo3CWw8nuuI.mid",False,,,
"Praeger, Ferdinand",Piano Sonata No.13 in A-flat major,"../GiantMIDI/midis/Praeger, Ferdinand, Piano Sonata No.13 in A-flat major, EtCooG7NrM0.mid",False,,,
